healthboard,date,hai,ai,pc
Cwm Taf Morgannwg UHB,2020-11-29,55,285,19.0
Cwm Taf Morgannwg UHB,2020-12-06,44,302,15.0
Cwm Taf Morgannwg UHB,2020-12-13,93,420,22.0
Cwm Taf Morgannwg UHB,2020-12-20,78,502,16.0
Cwm Taf Morgannwg UHB,2020-12-27,40,499,8.0
Cwm Taf Morgannwg UHB,2021-01-03,57,560,10.0
Cwm Taf Morgannwg UHB,2021-01-10,69,509,14.0
Cwm Taf Morgannwg UHB,2021-01-17,27,355,8.0
Cwm Taf Morgannwg UHB,2021-01-24,31,313,10.0
Cwm Taf Morgannwg UHB,2021-01-31,36,246,15.0
Cwm Taf Morgannwg UHB,2021-02-07,18,159,11.0
Cwm Taf Morgannwg UHB,2021-02-14,13,127,10.0
Cwm Taf Morgannwg UHB,2021-02-21,15,109,14.0
Cwm Taf Morgannwg UHB,2021-02-28,6,81,7.0
Cwm Taf Morgannwg UHB,2021-03-07,6,54,11.0
Cwm Taf Morgannwg UHB,2021-03-14,2,46,4.0
Cwm Taf Morgannwg UHB,2021-03-21,6,30,20.0
Cwm Taf Morgannwg UHB,2021-03-28,2,35,6.0
Cwm Taf Morgannwg UHB,2021-04-04,0,30,0.0
Cwm Taf Morgannwg UHB,2021-04-11,2,17,12.0
Cwm Taf Morgannwg UHB,2021-04-18,6,16,38.0
Cwm Taf Morgannwg UHB,2021-04-25,2,13,15.0
Cwm Taf Morgannwg UHB,2021-05-02,1,9,11.0
Cwm Taf Morgannwg UHB,2021-05-09,0,13,0.0
Cwm Taf Morgannwg UHB,2021-05-16,0,7,0.0
Cwm Taf Morgannwg UHB,2021-05-23,2,7,29.0
Cwm Taf Morgannwg UHB,2021-05-30,0,4,0.0
Cwm Taf Morgannwg UHB,2021-06-06,2,7,29.0
Cwm Taf Morgannwg UHB,2021-06-13,0,7,0.0
Cwm Taf Morgannwg UHB,2021-06-20,1,5,20.0
Cwm Taf Morgannwg UHB,2021-06-27,2,5,40.0
Cwm Taf Morgannwg UHB,2021-07-04,0,5,0.0
Cwm Taf Morgannwg UHB,2021-07-11,1,6,17.0
Cwm Taf Morgannwg UHB,2021-07-18,3,21,14.0
Cwm Taf Morgannwg UHB,2021-07-25,1,25,4.0
Cwm Taf Morgannwg UHB,2021-08-01,0,28,0.0
Cwm Taf Morgannwg UHB,2021-08-08,1,37,3.0
Cwm Taf Morgannwg UHB,2021-08-15,0,21,0.0
Cwm Taf Morgannwg UHB,2021-08-22,4,31,13.0
Cwm Taf Morgannwg UHB,2021-08-29,7,54,13.0
Cwm Taf Morgannwg UHB,2021-09-05,27,92,29.0
Cwm Taf Morgannwg UHB,2021-09-12,20,136,15.0
Cwm Taf Morgannwg UHB,2021-09-19,42,144,29.0
Cwm Taf Morgannwg UHB,2021-09-26,28,169,17.0
Cwm Taf Morgannwg UHB,2021-10-03,36,192,19.0
Cwm Taf Morgannwg UHB,2021-10-10,32,191,17.0
Cwm Taf Morgannwg UHB,2021-10-17,21,180,12.0
Cwm Taf Morgannwg UHB,2021-10-24,7,166,4.0
Cwm Taf Morgannwg UHB,2021-10-31,11,168,7.0
Cwm Taf Morgannwg UHB,2021-11-07,13,155,8.0
Cwm Taf Morgannwg UHB,2021-11-14,24,153,16.0
Cwm Taf Morgannwg UHB,2021-11-21,13,125,10.0
Cwm Taf Morgannwg UHB,2021-11-28,11,112,10.0
Cwm Taf Morgannwg UHB,2021-12-05,10,94,11.0
Cwm Taf Morgannwg UHB,2021-12-12,3,69,4.0
Cwm Taf Morgannwg UHB,2021-12-19,8,47,17.0
Cwm Taf Morgannwg UHB,2021-12-26,34,85,40.0
Cwm Taf Morgannwg UHB,2022-01-02,42,166,25.0
Cwm Taf Morgannwg UHB,2022-01-09,31,196,16.0
Cwm Taf Morgannwg UHB,2022-01-16,33,224,15.0
Cwm Taf Morgannwg UHB,2022-01-23,51,238,21.0
Cwm Taf Morgannwg UHB,2022-01-30,55,218,25.0
Cwm Taf Morgannwg UHB,2022-02-06,26,191,14.0
Cwm Taf Morgannwg UHB,2022-02-13,29,177,16.0
Cwm Taf Morgannwg UHB,2022-02-20,13,139,9.0
Cwm Taf Morgannwg UHB,2022-02-27,34,141,24.0
Cwm Taf Morgannwg UHB,2022-03-06,26,152,17.0
Cwm Taf Morgannwg UHB,2022-03-13,61,183,33.0
Cwm Taf Morgannwg UHB,2022-03-20,71,245,29.0
Cwm Taf Morgannwg UHB,2022-03-27,53,249,21.0
Cardiff and Vale UHB,2020-03-01,0,0,0.0
Cardiff and Vale UHB,2020-03-08,0,0,0.0
Cardiff and Vale UHB,2020-03-15,0,5,0.0
Cardiff and Vale UHB,2020-03-22,6,26,23.0
Cardiff and Vale UHB,2020-03-29,35,123,28.0
Cardiff and Vale UHB,2020-04-05,48,210,23.0
Cardiff and Vale UHB,2020-04-12,48,252,19.0
Cardiff and Vale UHB,2020-04-19,21,243,9.0
Cardiff and Vale UHB,2020-04-26,25,206,12.0
Cardiff and Vale UHB,2020-05-03,16,164,10.0
Cardiff and Vale UHB,2020-05-10,13,115,11.0
Cardiff and Vale UHB,2020-05-17,11,76,14.0
Cardiff and Vale UHB,2020-05-24,13,65,20.0
Cardiff and Vale UHB,2020-05-31,16,68,24.0
Cardiff and Vale UHB,2020-06-07,9,58,16.0
Cardiff and Vale UHB,2020-06-14,20,73,27.0
Cardiff and Vale UHB,2020-06-21,7,64,11.0
Cardiff and Vale UHB,2020-06-28,7,61,11.0
Cardiff and Vale UHB,2020-07-05,6,43,14.0
Cardiff and Vale UHB,2020-07-12,1,25,4.0
Cardiff and Vale UHB,2020-07-19,1,13,8.0
Cardiff and Vale UHB,2020-07-26,0,7,0.0
Cardiff and Vale UHB,2020-08-02,3,6,50.0
Cardiff and Vale UHB,2020-08-09,0,4,0.0
Cardiff and Vale UHB,2020-08-16,0,6,0.0
Cardiff and Vale UHB,2020-08-23,1,4,25.0
Cardiff and Vale UHB,2020-08-30,1,6,17.0
Cardiff and Vale UHB,2020-09-06,1,8,12.0
Cardiff and Vale UHB,2020-09-13,0,2,0.0
Cardiff and Vale UHB,2020-09-20,1,7,14.0
Cardiff and Vale UHB,2020-09-27,0,17,0.0
Cardiff and Vale UHB,2020-10-04,4,31,13.0
Cardiff and Vale UHB,2020-10-11,1,43,2.0
Cardiff and Vale UHB,2020-10-18,1,54,2.0
Cardiff and Vale UHB,2020-10-25,7,54,13.0
Cardiff and Vale UHB,2020-11-01,30,95,32.0
Cardiff and Vale UHB,2020-11-08,15,123,12.0
Cardiff and Vale UHB,2020-11-15,16,133,12.0
Cardiff and Vale UHB,2020-11-22,22,144,15.0
Cardiff and Vale UHB,2020-11-29,19,141,13.0
Cardiff and Vale UHB,2020-12-06,20,161,12.0
Cardiff and Vale UHB,2020-12-13,48,220,22.0
Cardiff and Vale UHB,2020-12-20,38,239,16.0
Cardiff and Vale UHB,2020-12-27,51,303,17.0
Cardiff and Vale UHB,2021-01-03,33,338,10.0
Cardiff and Vale UHB,2021-01-10,53,365,15.0
Cardiff and Vale UHB,2021-01-17,106,395,27.0
Cardiff and Vale UHB,2021-01-24,56,383,15.0
Cardiff and Vale UHB,2021-01-31,41,329,12.0
Cardiff and Vale UHB,2021-02-07,39,282,14.0
Cardiff and Vale UHB,2021-02-14,67,272,25.0
Cardiff and Vale UHB,2021-02-21,42,235,18.0
Cardiff and Vale UHB,2021-02-28,16,177,9.0
Cardiff and Vale UHB,2021-03-07,6,132,5.0
Cardiff and Vale UHB,2021-03-14,8,81,10.0
Cardiff and Vale UHB,2021-03-21,3,39,8.0
Cardiff and Vale UHB,2021-03-28,5,29,17.0
Cardiff and Vale UHB,2021-04-04,5,30,17.0
Cardiff and Vale UHB,2021-04-11,5,25,20.0
Cardiff and Vale UHB,2021-04-18,3,22,14.0
Cardiff and Vale UHB,2021-04-25,2,22,9.0
Cardiff and Vale UHB,2021-05-02,1,18,6.0
Cardiff and Vale UHB,2021-05-09,4,18,22.0
Cardiff and Vale UHB,2021-05-16,3,19,16.0
Cardiff and Vale UHB,2021-05-23,2,15,13.0
Cardiff and Vale UHB,2021-05-30,2,10,20.0
Cardiff and Vale UHB,2021-06-06,3,12,25.0
Cardiff and Vale UHB,2021-06-13,3,13,23.0
Cardiff and Vale UHB,2021-06-20,0,13,0.0
Cardiff and Vale UHB,2021-06-27,0,12,0.0
Cardiff and Vale UHB,2021-07-04,4,24,17.0
Cardiff and Vale UHB,2021-07-11,0,17,0.0
Cardiff and Vale UHB,2021-07-18,1,17,6.0
Cardiff and Vale UHB,2021-07-25,2,15,13.0
Cardiff and Vale UHB,2021-08-01,6,21,29.0
Cardiff and Vale UHB,2021-08-08,3,25,12.0
Cardiff and Vale UHB,2021-08-15,5,32,16.0
Cardiff and Vale UHB,2021-08-22,5,42,12.0
Cardiff and Vale UHB,2021-08-29,0,58,0.0
Cardiff and Vale UHB,2021-09-05,3,53,6.0
Cardiff and Vale UHB,2021-09-12,3,55,5.0
Cardiff and Vale UHB,2021-09-19,4,72,6.0
Cardiff and Vale UHB,2021-09-26,3,67,4.0
Cardiff and Vale UHB,2021-10-03,5,73,7.0
Cardiff and Vale UHB,2021-10-10,14,76,18.0
Cardiff and Vale UHB,2021-10-17,12,104,12.0
Cardiff and Vale UHB,2021-10-24,6,124,5.0
Cardiff and Vale UHB,2021-10-31,4,133,3.0
Cardiff and Vale UHB,2021-11-07,10,135,7.0
Cardiff and Vale UHB,2021-11-14,8,119,7.0
Cardiff and Vale UHB,2021-11-21,18,120,15.0
Cardiff and Vale UHB,2021-11-28,12,103,12.0
Cardiff and Vale UHB,2021-12-05,15,87,17.0
Cardiff and Vale UHB,2021-12-12,8,79,10.0
Cardiff and Vale UHB,2021-12-19,4,64,6.0
Cardiff and Vale UHB,2021-12-26,8,60,13.0
Cardiff and Vale UHB,2022-01-02,22,101,22.0
Cardiff and Vale UHB,2022-01-09,30,136,22.0
Cardiff and Vale UHB,2022-01-16,33,160,21.0
Cardiff and Vale UHB,2022-01-23,27,177,15.0
Cardiff and Vale UHB,2022-01-30,23,168,14.0
Cardiff and Vale UHB,2022-02-06,38,172,22.0
Cardiff and Vale UHB,2022-02-13,25,151,17.0
Cardiff and Vale UHB,2022-02-20,45,166,27.0
Cardiff and Vale UHB,2022-02-27,38,186,20.0
Cardiff and Vale UHB,2022-03-06,52,200,26.0
Cardiff and Vale UHB,2022-03-13,43,217,20.0
Cardiff and Vale UHB,2022-03-20,56,234,24.0
Cardiff and Vale UHB,2022-03-27,50,249,20.0
Betsi Cadwaladr UHB,2020-03-01,0,0,0.0
Betsi Cadwaladr UHB,2020-03-08,0,0,0.0
Betsi Cadwaladr UHB,2020-03-15,0,4,0.0
Betsi Cadwaladr UHB,2020-03-22,1,12,8.0
Betsi Cadwaladr UHB,2020-03-29,5,33,15.0
Betsi Cadwaladr UHB,2020-04-05,41,96,43.0
Betsi Cadwaladr UHB,2020-04-12,56,163,34.0
Betsi Cadwaladr UHB,2020-04-19,51,211,24.0
Betsi Cadwaladr UHB,2020-04-26,52,240,22.0
Betsi Cadwaladr UHB,2020-05-03,43,228,19.0
Betsi Cadwaladr UHB,2020-05-10,50,236,21.0
Betsi Cadwaladr UHB,2020-05-17,46,227,20.0
Betsi Cadwaladr UHB,2020-05-24,42,219,19.0
Betsi Cadwaladr UHB,2020-05-31,45,221,20.0
Betsi Cadwaladr UHB,2020-06-07,36,198,18.0
Betsi Cadwaladr UHB,2020-06-14,32,168,19.0
Betsi Cadwaladr UHB,2020-06-21,25,157,16.0
Betsi Cadwaladr UHB,2020-06-28,12,107,11.0
Betsi Cadwaladr UHB,2020-07-05,5,78,6.0
Betsi Cadwaladr UHB,2020-07-12,15,81,19.0
Betsi Cadwaladr UHB,2020-07-19,31,73,42.0
Betsi Cadwaladr UHB,2020-07-26,42,111,38.0
Betsi Cadwaladr UHB,2020-08-02,17,94,18.0
Betsi Cadwaladr UHB,2020-08-09,7,78,9.0
Betsi Cadwaladr UHB,2020-08-16,1,58,2.0
Betsi Cadwaladr UHB,2020-08-23,2,30,7.0
Betsi Cadwaladr UHB,2020-08-30,2,18,11.0
Betsi Cadwaladr UHB,2020-09-06,6,13,46.0
Betsi Cadwaladr UHB,2020-09-13,8,26,31.0
Betsi Cadwaladr UHB,2020-09-20,6,31,19.0
Betsi Cadwaladr UHB,2020-09-27,5,41,12.0
Betsi Cadwaladr UHB,2020-10-04,5,46,11.0
Betsi Cadwaladr UHB,2020-10-11,3,52,6.0
Betsi Cadwaladr UHB,2020-10-18,10,68,15.0
Betsi Cadwaladr UHB,2020-10-25,8,88,9.0
Betsi Cadwaladr UHB,2020-11-01,11,85,13.0
Betsi Cadwaladr UHB,2020-11-08,31,118,26.0
Betsi Cadwaladr UHB,2020-11-15,26,122,21.0
Betsi Cadwaladr UHB,2020-11-22,24,125,19.0
Betsi Cadwaladr UHB,2020-11-29,39,132,30.0
Betsi Cadwaladr UHB,2020-12-06,32,132,24.0
Betsi Cadwaladr UHB,2020-12-13,24,129,19.0
Betsi Cadwaladr UHB,2020-12-20,7,140,5.0
Betsi Cadwaladr UHB,2020-12-27,4,121,3.0
Betsi Cadwaladr UHB,2021-01-03,23,178,13.0
Betsi Cadwaladr UHB,2021-01-10,35,232,15.0
Betsi Cadwaladr UHB,2021-01-17,37,283,13.0
Betsi Cadwaladr UHB,2021-01-24,34,333,10.0
Betsi Cadwaladr UHB,2021-01-31,43,321,13.0
Betsi Cadwaladr UHB,2021-02-07,29,244,12.0
Betsi Cadwaladr UHB,2021-02-14,37,206,18.0
Betsi Cadwaladr UHB,2021-02-21,45,189,24.0
Betsi Cadwaladr UHB,2021-02-28,50,190,26.0
Betsi Cadwaladr UHB,2021-03-07,19,164,12.0
Betsi Cadwaladr UHB,2021-03-14,16,131,12.0
Betsi Cadwaladr UHB,2021-03-21,4,99,4.0
Betsi Cadwaladr UHB,2021-03-28,9,70,13.0
Betsi Cadwaladr UHB,2021-04-04,9,60,15.0
Betsi Cadwaladr UHB,2021-04-11,14,59,24.0
Betsi Cadwaladr UHB,2021-04-18,12,54,22.0
Betsi Cadwaladr UHB,2021-04-25,7,45,16.0
Betsi Cadwaladr UHB,2021-05-02,1,30,3.0
Betsi Cadwaladr UHB,2021-05-09,1,19,5.0
Betsi Cadwaladr UHB,2021-05-16,1,16,6.0
Betsi Cadwaladr UHB,2021-05-23,1,10,10.0
Betsi Cadwaladr UHB,2021-05-30,1,14,7.0
Betsi Cadwaladr UHB,2021-06-06,2,14,14.0
Betsi Cadwaladr UHB,2021-06-13,3,13,23.0
Betsi Cadwaladr UHB,2021-06-20,1,11,9.0
Betsi Cadwaladr UHB,2021-06-27,1,10,10.0
Betsi Cadwaladr UHB,2021-07-04,8,26,31.0
Betsi Cadwaladr UHB,2021-07-11,1,38,3.0
Betsi Cadwaladr UHB,2021-07-18,2,39,5.0
Betsi Cadwaladr UHB,2021-07-25,3,63,5.0
Betsi Cadwaladr UHB,2021-08-01,2,59,3.0
Betsi Cadwaladr UHB,2021-08-08,1,50,2.0
Betsi Cadwaladr UHB,2021-08-15,5,40,12.0
Betsi Cadwaladr UHB,2021-08-22,0,54,0.0
Betsi Cadwaladr UHB,2021-08-29,36,101,36.0
Betsi Cadwaladr UHB,2021-09-05,27,123,22.0
Betsi Cadwaladr UHB,2021-09-12,24,150,16.0
Betsi Cadwaladr UHB,2021-09-19,19,156,12.0
Betsi Cadwaladr UHB,2021-09-26,8,137,6.0
Betsi Cadwaladr UHB,2021-10-03,9,112,8.0
Betsi Cadwaladr UHB,2021-10-10,3,90,3.0
Betsi Cadwaladr UHB,2021-10-17,8,97,8.0
Betsi Cadwaladr UHB,2021-10-24,13,90,14.0
Betsi Cadwaladr UHB,2021-10-31,7,91,8.0
Betsi Cadwaladr UHB,2021-11-07,9,110,8.0
Betsi Cadwaladr UHB,2021-11-14,8,106,8.0
Betsi Cadwaladr UHB,2021-11-21,7,106,7.0
Betsi Cadwaladr UHB,2021-11-28,9,102,9.0
Betsi Cadwaladr UHB,2021-12-05,20,113,18.0
Betsi Cadwaladr UHB,2021-12-12,14,116,12.0
Betsi Cadwaladr UHB,2021-12-19,20,122,16.0
Betsi Cadwaladr UHB,2021-12-26,49,172,28.0
Betsi Cadwaladr UHB,2022-01-02,83,260,32.0
Betsi Cadwaladr UHB,2022-01-09,75,344,22.0
Betsi Cadwaladr UHB,2022-01-16,52,357,15.0
Betsi Cadwaladr UHB,2022-01-23,40,323,12.0
Betsi Cadwaladr UHB,2022-01-30,50,281,18.0
Betsi Cadwaladr UHB,2022-02-06,21,217,10.0
Betsi Cadwaladr UHB,2022-02-13,20,161,12.0
Betsi Cadwaladr UHB,2022-02-20,28,159,18.0
Betsi Cadwaladr UHB,2022-02-27,15,126,12.0
Betsi Cadwaladr UHB,2022-03-06,29,140,21.0
Betsi Cadwaladr UHB,2022-03-13,59,222,27.0
Betsi Cadwaladr UHB,2022-03-20,106,317,33.0
Betsi Cadwaladr UHB,2022-03-27,103,373,28.0
Aneurin Bevan UHB,2020-03-01,0,0,0.0
Aneurin Bevan UHB,2020-03-08,0,0,0.0
Aneurin Bevan UHB,2020-03-15,2,20,10.0
Aneurin Bevan UHB,2020-03-22,59,107,55.0
Aneurin Bevan UHB,2020-03-29,62,211,29.0
Aneurin Bevan UHB,2020-04-05,46,284,16.0
Aneurin Bevan UHB,2020-04-12,25,266,9.0
Aneurin Bevan UHB,2020-04-19,20,229,9.0
Aneurin Bevan UHB,2020-04-26,10,153,7.0
Aneurin Bevan UHB,2020-05-03,5,114,4.0
Aneurin Bevan UHB,2020-05-10,0,62,0.0
Aneurin Bevan UHB,2020-05-17,4,37,11.0
Aneurin Bevan UHB,2020-05-24,5,26,19.0
Aneurin Bevan UHB,2020-05-31,1,12,8.0
Aneurin Bevan UHB,2020-06-07,0,12,0.0
Aneurin Bevan UHB,2020-06-14,0,10,0.0
Aneurin Bevan UHB,2020-06-21,2,6,33.0
Aneurin Bevan UHB,2020-06-28,0,6,0.0
Aneurin Bevan UHB,2020-07-05,0,6,0.0
Aneurin Bevan UHB,2020-07-12,2,8,25.0
Aneurin Bevan UHB,2020-07-19,0,7,0.0
Aneurin Bevan UHB,2020-07-26,1,5,20.0
Aneurin Bevan UHB,2020-08-02,1,4,25.0
Aneurin Bevan UHB,2020-08-09,0,1,0.0
Aneurin Bevan UHB,2020-08-16,1,2,50.0
Aneurin Bevan UHB,2020-08-23,0,1,0.0
Aneurin Bevan UHB,2020-08-30,0,0,0.0
Aneurin Bevan UHB,2020-09-06,0,1,0.0
Aneurin Bevan UHB,2020-09-13,1,7,14.0
Aneurin Bevan UHB,2020-09-20,0,9,0.0
Aneurin Bevan UHB,2020-09-27,0,33,0.0
Aneurin Bevan UHB,2020-10-04,3,35,9.0
Aneurin Bevan UHB,2020-10-11,29,71,41.0
Aneurin Bevan UHB,2020-10-18,49,144,34.0
Aneurin Bevan UHB,2020-10-25,56,192,29.0
Aneurin Bevan UHB,2020-11-01,48,260,18.0
Aneurin Bevan UHB,2020-11-08,23,228,10.0
Aneurin Bevan UHB,2020-11-15,71,269,26.0
Aneurin Bevan UHB,2020-11-22,24,253,9.0
Aneurin Bevan UHB,2020-11-29,81,299,27.0
Aneurin Bevan UHB,2020-12-06,68,357,19.0
Aneurin Bevan UHB,2020-12-13,69,388,18.0
Aneurin Bevan UHB,2020-12-20,44,445,10.0
Aneurin Bevan UHB,2020-12-27,32,398,8.0
Aneurin Bevan UHB,2021-01-03,41,392,10.0
Aneurin Bevan UHB,2021-01-10,46,382,12.0
Aneurin Bevan UHB,2021-01-17,40,344,12.0
Aneurin Bevan UHB,2021-01-24,41,290,14.0
Aneurin Bevan UHB,2021-01-31,15,231,6.0
Aneurin Bevan UHB,2021-02-07,17,176,10.0
Aneurin Bevan UHB,2021-02-14,23,135,17.0
Aneurin Bevan UHB,2021-02-21,3,82,4.0
Aneurin Bevan UHB,2021-02-28,5,59,8.0
Aneurin Bevan UHB,2021-03-07,10,62,16.0
Aneurin Bevan UHB,2021-03-14,12,49,24.0
Aneurin Bevan UHB,2021-03-21,6,41,15.0
Aneurin Bevan UHB,2021-03-28,1,36,3.0
Aneurin Bevan UHB,2021-04-04,1,25,4.0
Aneurin Bevan UHB,2021-04-11,1,11,9.0
Aneurin Bevan UHB,2021-04-18,7,9,78.0
Aneurin Bevan UHB,2021-04-25,2,10,20.0
Aneurin Bevan UHB,2021-05-02,4,15,27.0
Aneurin Bevan UHB,2021-05-09,3,19,16.0
Aneurin Bevan UHB,2021-05-16,1,12,8.0
Aneurin Bevan UHB,2021-05-23,0,9,0.0
Aneurin Bevan UHB,2021-05-30,1,5,20.0
Aneurin Bevan UHB,2021-06-06,4,9,44.0
Aneurin Bevan UHB,2021-06-13,0,8,0.0
Aneurin Bevan UHB,2021-06-20,0,9,0.0
Aneurin Bevan UHB,2021-06-27,0,7,0.0
Aneurin Bevan UHB,2021-07-04,1,12,8.0
Aneurin Bevan UHB,2021-07-11,0,7,0.0
Aneurin Bevan UHB,2021-07-18,1,12,8.0
Aneurin Bevan UHB,2021-07-25,0,22,0.0
Aneurin Bevan UHB,2021-08-01,0,27,0.0
Aneurin Bevan UHB,2021-08-08,1,23,4.0
Aneurin Bevan UHB,2021-08-15,3,31,10.0
Aneurin Bevan UHB,2021-08-22,10,37,27.0
Aneurin Bevan UHB,2021-08-29,9,61,15.0
Aneurin Bevan UHB,2021-09-05,13,78,17.0
Aneurin Bevan UHB,2021-09-12,18,106,17.0
Aneurin Bevan UHB,2021-09-19,13,109,12.0
Aneurin Bevan UHB,2021-09-26,12,107,11.0
Aneurin Bevan UHB,2021-10-03,7,97,7.0
Aneurin Bevan UHB,2021-10-10,11,119,9.0
Aneurin Bevan UHB,2021-10-17,13,134,10.0
Aneurin Bevan UHB,2021-10-24,7,148,5.0
Aneurin Bevan UHB,2021-10-31,9,155,6.0
Aneurin Bevan UHB,2021-11-07,11,144,8.0
Aneurin Bevan UHB,2021-11-14,8,135,6.0
Aneurin Bevan UHB,2021-11-21,5,96,5.0
Aneurin Bevan UHB,2021-11-28,14,101,14.0
Aneurin Bevan UHB,2021-12-05,7,94,7.0
Aneurin Bevan UHB,2021-12-12,6,79,8.0
Aneurin Bevan UHB,2021-12-19,8,70,11.0
Aneurin Bevan UHB,2021-12-26,17,72,24.0
Aneurin Bevan UHB,2022-01-02,23,132,17.0
Aneurin Bevan UHB,2022-01-09,29,171,17.0
Aneurin Bevan UHB,2022-01-16,22,183,12.0
Aneurin Bevan UHB,2022-01-23,27,198,14.0
Aneurin Bevan UHB,2022-01-30,49,210,23.0
Aneurin Bevan UHB,2022-02-06,50,231,22.0
Aneurin Bevan UHB,2022-02-13,15,205,7.0
Aneurin Bevan UHB,2022-02-20,23,168,14.0
Aneurin Bevan UHB,2022-02-27,15,129,12.0
Aneurin Bevan UHB,2022-03-06,31,124,25.0
Aneurin Bevan UHB,2022-03-13,22,121,18.0
Aneurin Bevan UHB,2022-03-20,67,202,33.0
Aneurin Bevan UHB,2022-03-27,64,257,25.0
